Description:
The Munsell renotation [Newhall1943, Table I] expresses Munsell colours, when
illuminated by illuminant C, in xyY coordinates.  This file contains an inverse
table, that converts xyY coordinates into Munsell notation.  The xy chromaticity
values in this file were chosen to lie on Cartestian grid points, and the values
of Y were chosen to correspond to integer Munsell values.  Each row of the file
was generated by a call to the routine xyYToMunsell.m, which
has been contributed to ColorLab, an open source set of colour-related routines
for Matlab or Octave.  The file xyYToMunsell.m contains a detailed description of
the inversion algorithm, and a complete discussion appears in [Centore2012].
Those wishing to perform further conversions from Munsell to xyY coordinates
can either use routine xyYToMunsell.m directly, or write an interpolation routine
using the data in this file.  The second method is likely faster, but would not
be any more accurate than the first method.
The data in this file were produced in January 2011, and supersede an earlier version
produced in September 2010.  The
inversion algorithm used here, from [Centore2012] is slightly different from the algorithm
used then.

[Centore2012] Paul Centore, "An Open Source Inversion Algorithm for the Munsell Renotation,"
        Color Research & Application, 2012, to appear.  This paper is currently 
	available at www.99main.com/~centore
[Newhall1943] S. M. Newhall, D. Nickerson, & D. B. Judd, "Final
        Report of the O.S.A. Subcommittee on the Spacing of the Munsell
        Colors," Journal of the Optical Society of America, Vol. 33,
        Issue 7, pp. 385-418, 1943.
DESCRIPTION ENDS HERE
  x	  y	  Y	   H    	 V	   C
0.14	0.38	6.39	1.4634BG	3.0	11.5464
0.14	0.40	6.39	0.4724BG	3.0	11.9092
0.14	0.42	6.39	9.4464G 	3.0	12.2692
0.14	0.44	6.39	8.4020G 	3.0	12.6152
0.14	0.46	6.39	7.4080G 	3.0	12.9483
0.14	0.48	6.39	6.5502G 	3.0	13.2922
0.14	0.50	6.39	5.7243G 	3.0	13.6071
0.14	0.52	6.39	4.9547G 	3.0	13.9015
0.14	0.54	6.39	4.4915G 	3.0	14.2360
0.14	0.56	6.39	4.0460G 	3.0	14.5571
0.14	0.58	6.39	3.6151G 	3.0	14.8577
0.14	0.60	6.39	3.1932G 	3.0	15.1355
0.14	0.62	6.39	2.7855G 	3.0	15.4015
0.14	0.64	6.39	2.4282G 	3.0	15.6419
0.14	0.66	6.39	2.1894G 	3.0	15.8707
0.14	0.68	6.39	1.9653G 	3.0	16.1167
0.14	0.70	6.39	1.7554G 	3.0	16.3706
0.16	0.10	6.39	6.6380PB	3.0	16.5516
0.16	0.12	6.39	5.9638PB	3.0	13.7332
0.16	0.14	6.39	5.0612PB	3.0	11.5666
0.16	0.16	6.39	2.8169PB	3.0	 9.9477
0.16	0.18	6.39	0.5406PB	3.0	 8.7636
0.16	0.20	6.39	7.5386B 	3.0	 7.8925
0.16	0.22	6.39	4.7738B 	3.0	 7.5077
0.16	0.24	6.39	2.3745B 	3.0	 7.4419
0.16	0.26	6.39	9.9564BG	3.0	 7.6882
0.16	0.28	6.39	8.1445BG	3.0	 7.9775
0.16	0.30	6.39	6.2768BG	3.0	 8.4123
0.16	0.32	6.39	4.6452BG	3.0	 8.8371
0.16	0.34	6.39	3.4462BG	3.0	 9.3027
0.16	0.36	6.39	2.3266BG	3.0	 9.7425
0.16	0.38	6.39	1.1527BG	3.0	10.1863
0.16	0.40	6.39	0.0638BG	3.0	10.6101
0.16	0.42	6.39	8.8782G 	3.0	10.9839
0.16	0.44	6.39	7.7581G 	3.0	11.3278
0.16	0.46	6.39	6.7805G 	3.0	11.6949
0.16	0.48	6.39	5.8789G 	3.0	12.0655
0.16	0.50	6.39	5.0067G 	3.0	12.4327
0.16	0.52	6.39	4.4892G 	3.0	12.7847
0.16	0.54	6.39	4.0076G 	3.0	13.1273
0.16	0.56	6.39	3.5472G 	3.0	13.4512
0.16	0.58	6.39	3.1080G 	3.0	13.7613
0.16	0.60	6.39	2.6812G 	3.0	14.0567
0.16	0.62	6.39	2.3453G 	3.0	14.3232
0.16	0.64	6.39	2.0973G 	3.0	14.5991
0.16	0.66	6.39	1.8646G 	3.0	14.8866
0.16	0.68	6.39	1.6497G 	3.0	15.1901
0.16	0.70	6.39	1.4485G 	3.0	15.5022
0.18	0.10	6.39	7.8978PB	3.0	17.1192
0.18	0.12	6.39	7.2891PB	3.0	13.8159
0.18	0.14	6.39	6.4921PB	3.0	11.4552
0.18	0.16	6.39	5.4030PB	3.0	 9.6098
0.18	0.18	6.39	3.2395PB	3.0	 8.1832
0.18	0.20	6.39	0.5969PB	3.0	 7.1542
0.18	0.22	6.39	7.3343B 	3.0	 6.4895
0.18	0.24	6.39	4.2577B 	3.0	 6.1908
0.18	0.26	6.39	1.3692B 	3.0	 6.2456
0.18	0.28	6.39	8.8623BG	3.0	 6.5488
0.18	0.30	6.39	6.6806BG	3.0	 7.0166
0.18	0.32	6.39	4.7653BG	3.0	 7.4675
0.18	0.34	6.39	3.3772BG	3.0	 7.9659
0.18	0.36	6.39	2.0618BG	3.0	 8.4588
0.18	0.38	6.39	0.7370BG	3.0	 8.9332
0.18	0.40	6.39	9.4595G 	3.0	 9.3791
0.18	0.42	6.39	8.1667G 	3.0	 9.7888
0.18	0.44	6.39	7.0234G 	3.0	10.1799
0.18	0.46	6.39	6.0118G 	3.0	10.5734
0.18	0.48	6.39	5.0611G 	3.0	10.9597
0.18	0.50	6.39	4.4606G 	3.0	11.3543
0.18	0.52	6.39	3.9304G 	3.0	11.7327
0.18	0.54	6.39	3.4285G 	3.0	12.0892
0.18	0.56	6.39	2.9464G 	3.0	12.4285
0.18	0.58	6.39	2.4920G 	3.0	12.7506
0.18	0.60	6.39	2.2152G 	3.0	13.0501
0.18	0.62	6.39	1.9630G 	3.0	13.3615
0.18	0.64	6.39	1.7315G 	3.0	13.6806
0.18	0.66	6.39	1.5217G 	3.0	14.0113
0.18	0.68	6.39	1.3156G 	3.0	14.3559
0.20	0.10	6.39	9.5364PB	3.0	18.0730
0.20	0.12	6.39	8.9097PB	3.0	14.2537
0.20	0.14	6.39	8.1138PB	3.0	11.5705
0.20	0.16	6.39	7.0902PB	3.0	 9.4499
0.20	0.18	6.39	5.8095PB	3.0	 7.8629
0.20	0.20	6.39	3.6485PB	3.0	 6.5973
0.20	0.22	6.39	0.5851PB	3.0	 5.6983
0.20	0.24	6.39	6.8859B 	3.0	 5.1726
0.20	0.26	6.39	3.2344B 	3.0	 5.0146
0.20	0.28	6.39	9.8160BG	3.0	 5.2416
0.20	0.30	6.39	7.1977BG	3.0	 5.6411
0.20	0.32	6.39	4.8760BG	3.0	 6.1571
0.20	0.34	6.39	3.2232BG	3.0	 6.6748
0.20	0.36	6.39	1.6536BG	3.0	 7.1982
0.20	0.38	6.39	0.1736BG	3.0	 7.7152
0.20	0.40	6.39	8.6617G 	3.0	 8.2312
0.20	0.42	6.39	7.2809G 	3.0	 8.6917
0.20	0.44	6.39	6.1369G 	3.0	 9.1281
0.20	0.46	6.39	5.0791G 	3.0	 9.5289
0.20	0.48	6.39	4.3923G 	3.0	 9.9404
0.20	0.50	6.39	3.7909G 	3.0	10.3546
0.20	0.52	6.39	3.2314G 	3.0	10.7509
0.20	0.54	6.39	2.7114G 	3.0	11.1201
0.20	0.56	6.39	2.3316G 	3.0	11.4846
0.20	0.58	6.39	2.0488G 	3.0	11.8360
0.20	0.60	6.39	1.7848G 	3.0	12.1851
0.20	0.62	6.39	1.5499G 	3.0	12.5481
0.20	0.64	6.39	1.3363G 	3.0	12.9123
0.20	0.66	6.39	1.1410G 	3.0	13.2773
0.20	0.68	6.39	0.9593G 	3.0	13.6394
0.20	0.70	6.39	0.7929G 	3.0	14.0034
0.22	0.10	6.39	1.2365P 	3.0	19.2569
0.22	0.12	6.39	0.6833P 	3.0	15.0826
0.22	0.14	6.39	9.9707PB	3.0	12.0784
0.22	0.16	6.39	9.0052PB	3.0	 9.5386
0.22	0.18	6.39	7.7748PB	3.0	 7.6944
0.22	0.20	6.39	6.2909PB	3.0	 6.2124
0.22	0.22	6.39	4.0197PB	3.0	 5.1552
0.22	0.24	6.39	0.4538PB	3.0	 4.3779
0.22	0.26	6.39	6.1066B 	3.0	 3.9318
0.22	0.28	6.39	1.6463B 	3.0	 3.9714
0.22	0.30	6.39	7.9208BG	3.0	 4.3532
0.22	0.32	6.39	4.9415BG	3.0	 4.8955
0.22	0.34	6.39	2.9413BG	3.0	 5.4248
0.22	0.36	6.39	1.0465BG	3.0	 5.9671
0.22	0.38	6.39	9.2719G 	3.0	 6.5373
0.22	0.40	6.39	7.6069G 	3.0	 7.0926
0.22	0.42	6.39	6.2480G 	3.0	 7.6630
0.22	0.44	6.39	5.0530G 	3.0	 8.1720
0.22	0.46	6.39	4.2583G 	3.0	 8.6252
0.22	0.48	6.39	3.5701G 	3.0	 9.0546
0.22	0.50	6.39	2.9520G 	3.0	 9.4640
0.22	0.52	6.39	2.4419G 	3.0	 9.8706
0.22	0.54	6.39	2.1505G 	3.0	10.3210
0.22	0.56	6.39	1.8699G 	3.0	10.7327
0.22	0.58	6.39	1.6015G 	3.0	11.1174
0.22	0.60	6.39	1.3534G 	3.0	11.4938
0.22	0.62	6.39	1.1283G 	3.0	11.8725
0.22	0.64	6.39	0.9254G 	3.0	12.2570
0.22	0.66	6.39	0.7444G 	3.0	12.6436
0.22	0.68	6.39	0.5787G 	3.0	13.0278
0.22	0.70	6.39	0.4265G 	3.0	13.4098
0.24	0.10	6.39	2.9396P 	3.0	20.3349
0.24	0.12	6.39	2.4153P 	3.0	15.9294
0.24	0.14	6.39	1.8373P 	3.0	12.7796
0.24	0.16	6.39	1.0597P 	3.0	 9.9102
0.24	0.18	6.39	0.0682P 	3.0	 7.8946
0.24	0.20	6.39	8.7058PB	3.0	 6.1305
0.24	0.22	6.39	6.9432PB	3.0	 4.8241
0.24	0.24	6.39	4.4126PB	3.0	 3.8407
0.24	0.26	6.39	0.0125PB	3.0	 3.2026
0.24	0.28	6.39	4.3838B 	3.0	 2.9945
0.24	0.30	6.39	8.9551BG	3.0	 3.2632
0.24	0.32	6.39	4.9898BG	3.0	 3.7162
0.24	0.34	6.39	2.4444BG	3.0	 4.2598
0.24	0.36	6.39	0.0767BG	3.0	 4.8542
0.24	0.38	6.39	8.0034G 	3.0	 5.4509
0.24	0.40	6.39	6.3150G 	3.0	 6.0405
0.24	0.42	6.39	4.9072G 	3.0	 6.6440
0.24	0.44	6.39	3.9941G 	3.0	 7.2207
0.24	0.46	6.39	3.2272G 	3.0	 7.7654
0.24	0.48	6.39	2.5389G 	3.0	 8.2364
0.24	0.50	6.39	2.1920G 	3.0	 8.7149
0.24	0.52	6.39	1.8996G 	3.0	 9.1878
0.24	0.54	6.39	1.6401G 	3.0	 9.6555
0.24	0.56	6.39	1.3936G 	3.0	10.1024
0.24	0.58	6.39	1.1352G 	3.0	10.4980
0.24	0.60	6.39	0.8971G 	3.0	10.8872
0.24	0.62	6.39	0.6868G 	3.0	11.2839
0.24	0.64	6.39	0.5021G 	3.0	11.6915
0.24	0.66	6.39	0.3394G 	3.0	12.1049
0.24	0.68	6.39	0.1894G 	3.0	12.5017
0.24	0.70	6.39	0.0517G 	3.0	12.8949
0.26	0.10	6.39	4.7788P 	3.0	21.4158
0.26	0.12	6.39	4.3732P 	3.0	16.9922
0.26	0.14	6.39	3.8705P 	3.0	13.5194
0.26	0.16	6.39	3.2577P 	3.0	10.7298
0.26	0.18	6.39	2.4940P 	3.0	 8.4328
0.26	0.20	6.39	1.4907P 	3.0	 6.4418
0.26	0.22	6.39	0.0286P 	3.0	 4.8285
0.26	0.24	6.39	7.9499PB	3.0	 3.5541
0.26	0.26	6.39	4.9100PB	3.0	 2.6689
0.26	0.28	6.39	9.1185B 	3.0	 2.1232
0.26	0.30	6.39	1.0829B 	3.0	 2.2211
0.26	0.32	6.39	4.8928BG	3.0	 2.7230
0.26	0.34	6.39	1.3454BG	3.0	 3.2834
0.26	0.36	6.39	8.4948G 	3.0	 3.8720
0.26	0.38	6.39	6.1802G 	3.0	 4.5254
0.26	0.40	6.39	4.5477G 	3.0	 5.1529
0.26	0.42	6.39	3.4872G 	3.0	 5.7588
0.26	0.44	6.39	2.5965G 	3.0	 6.3338
0.26	0.46	6.39	2.1557G 	3.0	 6.9335
0.26	0.48	6.39	1.8295G 	3.0	 7.5154
0.26	0.50	6.39	1.5481G 	3.0	 8.0602
0.26	0.52	6.39	1.2703G 	3.0	 8.5302
0.26	0.54	6.39	1.0260G 	3.0	 8.9952
0.26	0.56	6.39	0.8031G 	3.0	 9.4515
0.26	0.58	6.39	0.6035G 	3.0	 9.9044
0.26	0.60	6.39	0.3880G 	3.0	10.3119
0.26	0.62	6.39	0.1996G 	3.0	10.7249
0.26	0.64	6.39	0.0408G 	3.0	11.1542
0.26	0.66	6.39	9.8526GY	3.0	11.6123
0.26	0.68	6.39	9.6468GY	3.0	12.0653
0.26	0.70	6.39	9.4358GY	3.0	12.4928
0.28	0.10	6.39	6.3757P 	3.0	22.4846
0.28	0.12	6.39	6.1429P 	3.0	17.9599
0.28	0.14	6.39	5.8526P 	3.0	14.3840
0.28	0.16	6.39	5.4978P 	3.0	11.4651
0.28	0.18	6.39	5.0750P 	3.0	 9.1074
0.28	0.20	6.39	4.4444P 	3.0	 7.0731
0.28	0.22	6.39	3.5781P 	3.0	 5.2296
0.28	0.24	6.39	2.1825P 	3.0	 3.6405
0.28	0.26	6.39	9.7198PB	3.0	 2.4045
0.28	0.28	6.39	5.6303PB	3.0	 1.5985
0.28	0.30	6.39	5.7942B 	3.0	 1.2402
0.28	0.32	6.39	4.5540BG	3.0	 1.7255
0.28	0.34	6.39	9.1729G 	3.0	 2.3942
0.28	0.36	6.39	5.5869G 	3.0	 3.0595
0.28	0.38	6.39	3.7196G 	3.0	 3.7431
0.28	0.40	6.39	2.4793G 	3.0	 4.3892
0.28	0.42	6.39	1.9485G 	3.0	 5.0299
0.28	0.44	6.39	1.5522G 	3.0	 5.6561
0.28	0.46	6.39	1.2297G 	3.0	 6.2578
0.28	0.48	6.39	0.9525G 	3.0	 6.8142
0.28	0.50	6.39	0.7207G 	3.0	 7.3567
0.28	0.52	6.39	0.5218G 	3.0	 7.8860
0.28	0.54	6.39	0.3072G 	3.0	 8.3560
0.28	0.56	6.39	0.1060G 	3.0	 8.8072
0.28	0.58	6.39	9.9146GY	3.0	 9.2825
0.28	0.60	6.39	9.7248GY	3.0	 9.7851
0.28	0.62	6.39	9.5277GY	3.0	10.2710
0.28	0.64	6.39	9.3254GY	3.0	10.7385
0.28	0.66	6.39	9.1335GY	3.0	11.2014
0.28	0.68	6.39	8.9527GY	3.0	11.6619
0.28	0.70	6.39	8.7828GY	3.0	12.1186
0.30	0.10	6.39	7.8408P 	3.0	23.5339
0.30	0.12	6.39	7.7406P 	3.0	19.0849
0.30	0.14	6.39	7.6148P 	3.0	15.3368
0.30	0.16	6.39	7.4834P 	3.0	12.2443
0.30	0.18	6.39	7.2833P 	3.0	 9.8562
0.30	0.20	6.39	7.0330P 	3.0	 7.7152
0.30	0.22	6.39	6.7143P 	3.0	 5.8772
0.30	0.24	6.39	6.2961P 	3.0	 4.1479
0.30	0.26	6.39	5.6280P 	3.0	 2.7135
0.30	0.28	6.39	4.0623P 	3.0	 1.5373
0.30	0.30	6.39	8.3872PB	3.0	 0.6716
0.30	0.32	6.39	2.2675BG	3.0	 0.6750
0.30	0.34	6.39	3.6477G 	3.0	 1.5361
0.30	0.36	6.39	1.8327G 	3.0	 2.3522
0.30	0.38	6.39	1.1204G 	3.0	 3.0554
0.30	0.40	6.39	0.7157G 	3.0	 3.7500
0.30	0.42	6.39	0.4151G 	3.0	 4.3941
0.30	0.44	6.39	0.1958G 	3.0	 5.0097
0.30	0.46	6.39	0.0283G 	3.0	 5.6191
0.30	0.48	6.39	9.8662GY	3.0	 6.2146
0.30	0.50	6.39	9.6883GY	3.0	 6.7688
0.30	0.52	6.39	9.5372GY	3.0	 7.3224
0.30	0.54	6.39	9.4093GY	3.0	 7.8763
0.30	0.56	6.39	9.2301GY	3.0	 8.3899
0.30	0.58	6.39	9.0566GY	3.0	 8.8935
0.30	0.60	6.39	8.8982GY	3.0	 9.3957
0.30	0.62	6.39	8.7526GY	3.0	 9.8965
0.30	0.64	6.39	8.5837GY	3.0	10.3693
0.30	0.66	6.39	8.4145GY	3.0	10.8332
0.30	0.68	6.39	8.2551GY	3.0	11.2971
0.32	0.10	6.39	9.1121P 	3.0	24.6228
0.32	0.12	6.39	9.1084P 	3.0	20.1759
0.32	0.14	6.39	9.1119P 	3.0	16.3372
0.32	0.16	6.39	9.1439P 	3.0	13.1440
0.32	0.18	6.39	9.1764P 	3.0	10.6609
0.32	0.20	6.39	9.2371P 	3.0	 8.4973
0.32	0.22	6.39	9.3589P 	3.0	 6.6465
0.32	0.24	6.39	9.5759P 	3.0	 4.9290
0.32	0.26	6.39	9.9848P 	3.0	 3.3894
0.32	0.28	6.39	0.6775RP	3.0	 2.0653
0.32	0.30	6.39	2.7143RP	3.0	 1.1015
0.32	0.32	6.39	3.2928YR	3.0	 0.3003
0.32	0.34	6.39	4.3551GY	3.0	 0.8239
0.32	0.36	6.39	6.7678GY	3.0	 1.7165
0.32	0.38	6.39	7.5333GY	3.0	 2.4880
0.32	0.40	6.39	7.9894GY	3.0	 3.1810
0.32	0.42	6.39	8.2708GY	3.0	 3.8790
0.32	0.44	6.39	8.3684GY	3.0	 4.5214
0.32	0.46	6.39	8.4226GY	3.0	 5.1516
0.32	0.48	6.39	8.4647GY	3.0	 5.7818
0.32	0.50	6.39	8.4294GY	3.0	 6.3599
0.32	0.52	6.39	8.3697GY	3.0	 6.9115
0.32	0.54	6.39	8.3188GY	3.0	 7.4630
0.32	0.56	6.39	8.2700GY	3.0	 8.0122
0.32	0.58	6.39	8.1394GY	3.0	 8.5112
0.32	0.60	6.39	8.0173GY	3.0	 9.0104
0.32	0.62	6.39	7.9058GY	3.0	 9.5086
0.32	0.64	6.39	7.8031GY	3.0	10.0085
0.32	0.66	6.39	7.6658GY	3.0	10.4799
0.34	0.12	6.39	0.2384RP	3.0	21.1847
0.34	0.14	6.39	0.3173RP	3.0	17.2593
0.34	0.16	6.39	0.4427RP	3.0	14.0837
0.34	0.18	6.39	0.5851RP	3.0	11.5034
0.34	0.20	6.39	0.7975RP	3.0	 9.3650
0.34	0.22	6.39	1.1113RP	3.0	 7.4613
0.34	0.24	6.39	1.6000RP	3.0	 5.7808
0.34	0.26	6.39	2.3773RP	3.0	 4.1868
0.34	0.28	6.39	3.7443RP	3.0	 2.9222
0.34	0.30	6.39	6.8284RP	3.0	 1.8233
0.34	0.32	6.39	6.9838R 	3.0	 1.0322
0.34	0.34	6.39	1.1094Y 	3.0	 0.9538
0.34	0.36	6.39	9.5008Y 	3.0	 1.4009
0.34	0.38	6.39	3.3082GY	3.0	 2.1211
0.34	0.40	6.39	5.1315GY	3.0	 2.7869
0.34	0.42	6.39	5.8473GY	3.0	 3.4489
0.34	0.44	6.39	6.3486GY	3.0	 4.1146
0.34	0.46	6.39	6.6486GY	3.0	 4.7530
0.34	0.48	6.39	6.8824GY	3.0	 5.3829
0.34	0.50	6.39	7.0725GY	3.0	 6.0067
0.34	0.52	6.39	7.1244GY	3.0	 6.5638
0.34	0.54	6.39	7.1713GY	3.0	 7.1172
0.34	0.56	6.39	7.2099GY	3.0	 7.6707
0.34	0.58	6.39	7.2044GY	3.0	 8.2099
0.34	0.60	6.39	7.1510GY	3.0	 8.7405
0.34	0.62	6.39	7.1054GY	3.0	 9.2744
0.34	0.64	6.39	7.0662GY	3.0	 9.8130
0.36	0.12	6.39	0.9555RP	3.0	22.1584
0.36	0.14	6.39	1.1216RP	3.0	18.2159
0.36	0.16	6.39	1.3276RP	3.0	15.1502
0.36	0.18	6.39	1.5959RP	3.0	12.4608
0.36	0.20	6.39	1.9462RP	3.0	10.2179
0.36	0.22	6.39	2.4195RP	3.0	 8.3128
0.36	0.24	6.39	3.0910RP	3.0	 6.6341
0.36	0.26	6.39	4.0898RP	3.0	 5.0895
0.36	0.28	6.39	5.7577RP	3.0	 3.7226
0.36	0.30	6.39	8.9224RP	3.0	 2.6451
0.36	0.32	6.39	5.6017R 	3.0	 1.7990
0.36	0.34	6.39	5.2007YR	3.0	 1.4892
0.36	0.36	6.39	2.2822Y 	3.0	 1.6467
0.36	0.38	6.39	7.6953Y 	3.0	 2.0688
0.36	0.40	6.39	1.0645GY	3.0	 2.6357
0.36	0.42	6.39	2.9627GY	3.0	 3.2264
0.36	0.44	6.39	4.2258GY	3.0	 3.8596
0.36	0.46	6.39	5.0270GY	3.0	 4.5064
0.36	0.48	6.39	5.4290GY	3.0	 5.1457
0.36	0.50	6.39	5.7550GY	3.0	 5.7781
0.36	0.52	6.39	5.9693GY	3.0	 6.3718
0.36	0.54	6.39	6.1240GY	3.0	 6.9402
0.36	0.56	6.39	6.2520GY	3.0	 7.5055
0.36	0.58	6.39	6.3494GY	3.0	 8.0646
0.36	0.60	6.39	6.3673GY	3.0	 8.6245
0.36	0.62	6.39	6.3825GY	3.0	 9.1847
0.38	0.14	6.39	1.8764RP	3.0	19.3490
0.38	0.16	6.39	2.1505RP	3.0	16.0776
0.38	0.18	6.39	2.5057RP	3.0	13.4056
0.38	0.20	6.39	2.9602RP	3.0	11.1401
0.38	0.22	6.39	3.5434RP	3.0	 9.1756
0.38	0.24	6.39	4.3239RP	3.0	 7.4530
0.38	0.26	6.39	5.4592RP	3.0	 5.9405
0.38	0.28	6.39	7.3138RP	3.0	 4.5897
0.38	0.30	6.39	0.1321R 	3.0	 3.4763
0.38	0.32	6.39	5.3470R 	3.0	 2.5832
0.38	0.34	6.39	2.3928YR	3.0	 2.1464
0.38	0.36	6.39	8.4271YR	3.0	 2.1199
0.38	0.38	6.39	2.9732Y 	3.0	 2.3781
0.38	0.40	6.39	6.9347Y 	3.0	 2.7794
0.38	0.42	6.39	9.8482Y 	3.0	 3.2492
0.38	0.44	6.39	1.5640GY	3.0	 3.7847
0.38	0.46	6.39	2.7914GY	3.0	 4.3812
0.38	0.48	6.39	3.6393GY	3.0	 5.0323
0.38	0.50	6.39	4.2955GY	3.0	 5.6571
0.38	0.52	6.39	4.7862GY	3.0	 6.2489
0.38	0.54	6.39	5.1034GY	3.0	 6.8151
0.38	0.56	6.39	5.3182GY	3.0	 7.3880
0.38	0.58	6.39	5.4931GY	3.0	 7.9566
0.38	0.60	6.39	5.5882GY	3.0	 8.5438
0.40	0.14	6.39	2.5903RP	3.0	20.3545
0.40	0.16	6.39	2.9380RP	3.0	16.9958
0.40	0.18	6.39	3.3583RP	3.0	14.3313
0.40	0.20	6.39	3.8743RP	3.0	12.0380
0.40	0.22	6.39	4.5338RP	3.0	10.0116
0.40	0.24	6.39	5.4074RP	3.0	 8.2685
0.40	0.26	6.39	6.6731RP	3.0	 6.7762
0.40	0.28	6.39	8.4270RP	3.0	 5.4678
0.40	0.30	6.39	1.0536R 	3.0	 4.3131
0.40	0.32	6.39	5.2543R 	3.0	 3.3790
0.40	0.34	6.39	1.0087YR	3.0	 2.8782
0.40	0.36	6.39	5.8458YR	3.0	 2.7522
0.40	0.38	6.39	0.0868Y 	3.0	 2.8552
0.40	0.40	6.39	3.5041Y 	3.0	 3.1333
0.40	0.42	6.39	6.5247Y 	3.0	 3.5046
0.40	0.44	6.39	8.9124Y 	3.0	 3.9316
0.40	0.46	6.39	0.6076GY	3.0	 4.4707
0.40	0.48	6.39	1.7428GY	3.0	 5.0560
0.40	0.50	6.39	2.6338GY	3.0	 5.6465
0.40	0.52	6.39	3.2546GY	3.0	 6.2535
0.40	0.54	6.39	3.7278GY	3.0	 6.8279
0.40	0.56	6.39	4.1301GY	3.0	 7.3885
0.40	0.58	6.39	4.4809GY	3.0	 7.9379
0.42	0.16	6.39	3.6902RP	3.0	17.9283
0.42	0.18	6.39	4.1592RP	3.0	15.2158
0.42	0.20	6.39	4.7201RP	3.0	12.9311
0.42	0.22	6.39	5.4296RP	3.0	10.9056
0.42	0.24	6.39	6.3804RP	3.0	 9.1343
0.42	0.26	6.39	7.6608RP	3.0	 7.5660
0.42	0.28	6.39	9.2960RP	3.0	 6.3002
0.42	0.30	6.39	1.7903R 	3.0	 5.1664
0.42	0.32	6.39	5.2834R 	3.0	 4.1824
0.42	0.34	6.39	0.1495YR	3.0	 3.6155
0.42	0.36	6.39	4.1329YR	3.0	 3.4300
0.42	0.38	6.39	7.9721YR	3.0	 3.4277
0.42	0.40	6.39	1.0893Y 	3.0	 3.6070
0.42	0.42	6.39	3.8336Y 	3.0	 3.8835
0.42	0.44	6.39	6.3235Y 	3.0	 4.2758
0.42	0.46	6.39	8.3332Y 	3.0	 4.7350
0.42	0.48	6.39	9.9278Y 	3.0	 5.2221
0.42	0.50	6.39	0.9787GY	3.0	 5.7867
0.42	0.52	6.39	1.7792GY	3.0	 6.3584
0.42	0.54	6.39	2.3748GY	3.0	 6.9108
0.42	0.56	6.39	2.8584GY	3.0	 7.4737
0.44	0.16	6.39	4.4068RP	3.0	18.9954
0.44	0.18	6.39	4.9081RP	3.0	16.0434
0.44	0.20	6.39	5.4933RP	3.0	13.7477
0.44	0.22	6.39	6.2378RP	3.0	11.7165
0.44	0.24	6.39	7.2222RP	3.0	 9.9684
0.44	0.26	6.39	8.4438RP	3.0	 8.3793
0.44	0.28	6.39	0.0365R 	3.0	 7.0704
0.44	0.30	6.39	2.3633R 	3.0	 6.0074
0.44	0.32	6.39	5.4294R 	3.0	 5.0405
0.44	0.34	6.39	9.5508R 	3.0	 4.3846
0.44	0.36	6.39	2.9770YR	3.0	 4.1201
0.44	0.38	6.39	6.2889YR	3.0	 4.0734
0.44	0.40	6.39	9.2897YR	3.0	 4.1739
0.44	0.42	6.39	1.8556Y 	3.0	 4.4087
0.44	0.44	6.39	4.2349Y 	3.0	 4.7433
0.44	0.46	6.39	6.2741Y 	3.0	 5.1352
0.44	0.48	6.39	7.9464Y 	3.0	 5.5602
0.44	0.50	6.39	9.3422Y 	3.0	 6.0327
0.44	0.52	6.39	0.3976GY	3.0	 6.5806
0.44	0.54	6.39	1.1155GY	3.0	 7.1388
0.46	0.18	6.39	5.5847RP	3.0	16.9808
0.46	0.20	6.39	6.2007RP	3.0	14.5797
0.46	0.22	6.39	6.9741RP	3.0	12.5083
0.46	0.24	6.39	7.9370RP	3.0	10.7537
0.46	0.26	6.39	9.1223RP	3.0	 9.1906
0.46	0.28	6.39	0.7152R 	3.0	 7.8386
0.46	0.30	6.39	2.8776R 	3.0	 6.7759
0.46	0.32	6.39	5.5373R 	3.0	 5.8971
0.46	0.34	6.39	9.2093R 	3.0	 5.1762
0.46	0.36	6.39	2.2839YR	3.0	 4.8262
0.46	0.38	6.39	5.1686YR	3.0	 4.7604
0.46	0.40	6.39	7.9378YR	3.0	 4.8283
0.46	0.42	6.39	0.3627Y 	3.0	 5.0127
0.46	0.44	6.39	2.5140Y 	3.0	 5.2766
0.46	0.46	6.39	4.5468Y 	3.0	 5.6203
0.46	0.48	6.39	6.2446Y 	3.0	 5.9956
0.46	0.50	6.39	7.6644Y 	3.0	 6.4362
0.46	0.52	6.39	8.9059Y 	3.0	 6.9325
0.48	0.18	6.39	6.2160RP	3.0	17.8536
0.48	0.20	6.39	6.8619RP	3.0	15.3836
0.48	0.22	6.39	7.6466RP	3.0	13.2993
0.48	0.24	6.39	8.5652RP	3.0	11.4993
0.48	0.26	6.39	9.7315RP	3.0	 9.9485
0.48	0.28	6.39	1.3316R 	3.0	 8.6214
0.48	0.30	6.39	3.3112R 	3.0	 7.5371
0.48	0.32	6.39	5.7800R 	3.0	 6.6702
0.48	0.34	6.39	8.9417R 	3.0	 5.9751
0.48	0.36	6.39	1.7650YR	3.0	 5.5612
0.48	0.38	6.39	4.3259YR	3.0	 5.4418
0.48	0.40	6.39	6.8203YR	3.0	 5.4954
0.48	0.42	6.39	9.1030YR	3.0	 5.6459
0.48	0.44	6.39	1.1618Y 	3.0	 5.8675
