Description:
Draft: This file expresses sRGB colours in the Munsell system.  The first
three columns are the R, G, and B components in the sRGB system, varying
from 0 to 255.  The next three columns are the Munsell hue (H), value (V), and
chroma (C).  4096 conversions were attempted.  Some sRGB colours are beyond
the MacAdam limits, meaning that they cannot be produced as surface colours.
Therefore, those colours are not in the Munsell system.  In addition, colours
near the MacAdam limits are difficult to convert to the Munsell system, so
so sometimes the conversion failed.  In all, 3879 of the 4096 sRGB colours were
successfully converted.

[Newhall1943] S. M. Newhall, D. Nickerson, & D. B. Judd, "Final
        Report of the O.S.A. Subcommittee on the Spacing of the Munsell
        Colors," Journal of the Optical Society of America, Vol. 33,
        Issue 7, pp. 385-418, 1943.

DESCRIPTION ENDS HERE
 R	 G	 B	  H	  V	  C
119	238	153	1.92G	 8.54	10.57
119	238	170	3.09G	 8.57	 9.70
119	238	187	4.63G	 8.60	 8.82
119	238	204	7.85G	 8.64	 8.07
119	238	221	2.15BG	 8.69	 7.49
119	238	238	6.19BG	 8.73	 7.10
119	238	255	0.31B	 8.79	 7.01
119	255	0	8.75GY	 8.94	17.28
119	255	17	8.80GY	 8.94	17.13
119	255	34	8.89GY	 8.95	16.85
119	255	51	9.04GY	 8.95	16.41
119	255	68	9.26GY	 8.96	15.84
119	255	85	9.56GY	 8.97	15.16
119	255	102	9.97GY	 8.99	14.39
119	255	119	0.39G	 9.00	13.60
119	255	136	0.90G	 9.02	12.91
119	255	153	1.58G	 9.05	12.25
119	255	170	2.48G	 9.08	11.66
119	255	187	3.69G	 9.11	11.11
119	255	204	5.24G	 9.15	10.59
119	255	221	8.61G	 9.19	10.38
119	255	238	2.54BG	 9.23	10.31
119	255	255	6.11BG	 9.28	10.51
136	0	0	0.36YR	 2.71	11.60
136	0	17	9.18R	 2.72	11.18
136	0	34	6.73R	 2.74	10.76
136	0	51	3.57R	 2.77	10.56
136	0	68	9.94RP	 2.82	10.75
136	0	85	6.55RP	 2.88	11.35
136	0	102	3.54RP	 2.95	12.21
136	0	119	1.22RP	 3.04	13.24
136	0	136	9.16P	 3.14	14.55
136	0	153	7.04P	 3.25	16.11
136	0	170	5.30P	 3.38	17.76
136	0	187	3.82P	 3.51	19.51
136	0	204	2.65P	 3.65	21.32
136	0	221	1.80P	 3.80	23.28
136	0	238	1.16P	 3.95	25.18
136	0	255	0.64P	 4.12	26.64
136	17	0	0.61YR	 2.81	11.18
136	17	17	9.58R	 2.83	10.68
136	17	34	7.03R	 2.84	10.21
136	17	51	3.79R	 2.88	 9.95
136	17	68	0.05R	 2.92	10.09
136	17	85	6.59RP	 2.98	10.69
136	17	102	3.59RP	 3.05	11.52
136	17	119	1.24RP	 3.13	12.53
136	17	136	9.13P	 3.23	13.84
136	17	153	6.98P	 3.34	15.49
136	17	170	5.26P	 3.45	17.19
136	17	187	3.78P	 3.58	18.99
136	17	204	2.61P	 3.72	20.82
136	17	221	1.78P	 3.86	22.88
136	17	238	1.15P	 4.02	24.81
136	17	255	0.62P	 4.17	26.08
136	34	0	1.10YR	 3.00	10.56
136	34	17	0.27YR	 3.01	 9.96
136	34	34	7.99R	 3.02	 9.34
136	34	51	4.58R	 3.05	 8.94
136	34	68	0.73R	 3.09	 8.96
136	34	85	7.07RP	 3.15	 9.48
136	34	102	3.83RP	 3.21	10.29
136	34	119	1.30RP	 3.29	11.38
136	34	136	9.05P	 3.38	12.77
136	34	153	6.88P	 3.48	14.44
136	34	170	5.16P	 3.59	16.17
136	34	187	3.69P	 3.71	18.08
136	34	204	2.54P	 3.85	19.91
136	34	221	1.74P	 3.98	22.21
136	34	238	1.10P	 4.13	23.88
136	34	255	0.59P	 4.28	25.28
136	51	0	2.70YR	 3.27	 9.51
136	51	17	1.97YR	 3.28	 8.96
136	51	34	0.51YR	 3.29	 8.15
136	51	51	7.20R	 3.32	 7.58
136	51	68	2.78R	 3.35	 7.42
136	51	85	8.19RP	 3.40	 7.75
136	51	102	4.31RP	 3.46	 8.58
136	51	119	1.44RP	 3.53	 9.77
136	51	136	8.94P	 3.61	11.28
136	51	153	6.72P	 3.70	13.04
136	51	170	5.02P	 3.81	14.89
136	51	187	3.51P	 3.92	16.85
136	51	204	2.39P	 4.04	18.75
136	51	221	1.63P	 4.17	20.50
136	51	238	1.01P	 4.31	22.41
136	51	255	0.53P	 4.45	24.07
136	68	0	5.65YR	 3.61	 8.72
136	68	17	4.96YR	 3.62	 8.11
136	68	34	3.65YR	 3.63	 7.27
136	68	51	1.25YR	 3.65	 6.36
136	68	68	6.79R	 3.68	 5.86
136	68	85	0.77R	 3.72	 5.99
136	68	102	5.34RP	 3.78	 6.61
136	68	119	1.77RP	 3.84	 7.79
136	68	136	8.81P	 3.91	 9.48
136	68	153	6.48P	 3.99	11.41
136	68	170	4.75P	 4.09	13.19
136	68	187	3.24P	 4.19	15.01
136	68	204	2.17P	 4.30	16.90
136	68	221	1.44P	 4.42	18.75
136	68	238	0.87P	 4.55	20.57
136	68	255	0.41P	 4.68	22.46
136	85	0	9.51YR	 4.00	 8.28
136	85	17	9.04YR	 4.01	 7.67
136	85	34	8.10YR	 4.02	 6.75
136	85	51	6.22YR	 4.04	 5.64
136	85	68	3.00YR	 4.07	 4.66
136	85	85	7.19R	 4.11	 4.16
136	85	102	8.39RP	 4.15	 4.54
136	85	119	2.69RP	 4.21	 5.47
136	85	136	8.74P	 4.27	 6.99
136	85	153	6.11P	 4.34	 8.85
136	85	170	4.25P	 4.43	10.79
136	85	187	2.76P	 4.52	12.75
136	85	204	1.81P	 4.62	14.76
136	85	221	1.14P	 4.72	16.76
136	85	238	0.64P	 4.84	18.81
136	85	255	0.27P	 4.96	20.76
136	102	0	3.79Y	 4.44	 7.77
136	102	17	3.49Y	 4.44	 7.25
136	102	34	2.89Y	 4.46	 6.36
136	102	51	1.89Y	 4.47	 5.30
136	102	68	0.09Y	 4.50	 4.12
136	102	85	6.76YR	 4.53	 3.13
136	102	102	9.02R	 4.57	 2.57
136	102	119	5.30RP	 4.61	 3.10
136	102	136	8.81P	 4.67	 4.44
136	102	153	5.48P	 4.74	 6.27
136	102	170	3.35P	 4.81	 8.26
136	102	187	2.02P	 4.89	10.47
136	102	204	1.20P	 4.98	12.60
136	102	221	0.67P	 5.08	14.60
136	102	238	0.30P	 5.18	16.52
136	102	255	9.99PB	 5.29	18.51
136	119	0	7.95Y	 4.90	 7.87
136	119	17	7.84Y	 4.91	 7.42
136	119	34	7.62Y	 4.92	 6.62
136	119	51	7.25Y	 4.93	 5.58
136	119	68	6.58Y	 4.95	 4.49
136	119	85	5.20Y	 4.98	 3.30
136	119	102	2.82Y	 5.01	 2.12
136	119	119	4.69YR	 5.06	 1.15
136	119	136	9.73P	 5.10	 1.90
136	119	153	3.66P	 5.16	 3.76
136	119	170	1.65P	 5.23	 5.82
136	119	187	0.72P	 5.30	 8.00
136	119	204	0.18P	 5.38	10.24
136	119	221	9.89PB	 5.47	12.28
136	119	238	9.68PB	 5.56	14.23
136	119	255	9.51PB	 5.66	15.94
136	136	0	1.46GY	 5.39	 8.60
136	136	17	1.50GY	 5.39	 8.13
136	136	34	1.55GY	 5.40	 7.50
136	136	51	1.65GY	 5.41	 6.60
136	136	68	1.80GY	 5.43	 5.52
136	136	85	2.05GY	 5.45	 4.36
136	136	102	2.46GY	 5.48	 3.13
136	136	119	3.59GY	 5.52	 1.88
136	136	136	7.82GY	 5.56	 0.66
136	136	153	4.97PB	 5.62	 1.47
136	136	170	7.57PB	 5.67	 3.73
136	136	187	8.17PB	 5.74	 5.82
136	136	204	8.44PB	 5.81	 8.10
136	136	221	8.57PB	 5.89	10.30
136	136	238	8.68PB	 5.97	12.23
136	136	255	8.72PB	 6.07	14.04
136	153	0	3.83GY	 5.88	 9.68
136	153	17	3.91GY	 5.89	 9.35
136	153	34	4.07GY	 5.90	 8.77
136	153	51	4.36GY	 5.91	 7.92
136	153	68	4.82GY	 5.92	 7.00
136	153	85	5.36GY	 5.94	 5.96
136	153	102	6.05GY	 5.97	 4.81
136	153	119	7.31GY	 6.00	 3.63
136	153	136	0.02G	 6.04	 2.47
136	153	153	9.46G	 6.09	 1.70
136	153	170	6.82B	 6.14	 2.29
136	153	187	3.31PB	 6.20	 4.22
136	153	204	5.63PB	 6.26	 6.11
136	153	221	6.59PB	 6.33	 8.17
136	153	238	7.16PB	 6.41	10.11
136	153	255	7.53PB	 6.50	11.81
136	170	0	5.41GY	 6.40	10.94
136	170	17	5.47GY	 6.40	10.64
136	170	34	5.60GY	 6.40	10.10
136	170	51	5.81GY	 6.41	 9.42
136	170	68	6.14GY	 6.43	 8.56
136	170	85	6.65GY	 6.45	 7.57
136	170	102	7.40GY	 6.47	 6.54
136	170	119	8.54GY	 6.50	 5.45
136	170	136	0.39G	 6.54	 4.34
136	170	153	3.61G	 6.58	 3.36
136	170	170	3.14BG	 6.62	 2.82
136	170	187	3.39B	 6.68	 3.18
136	170	204	0.13PB	 6.73	 4.72
136	170	221	3.26PB	 6.80	 6.52
136	170	238	5.18PB	 6.87	 8.33
136	170	255	6.04PB	 6.94	10.04
136	187	0	6.32GY	 6.91	12.32
136	187	17	6.39GY	 6.92	12.05
136	187	34	6.51GY	 6.92	11.63
136	187	51	6.73GY	 6.93	10.99
136	187	68	7.06GY	 6.94	10.18
136	187	85	7.53GY	 6.96	 9.28
136	187	102	8.21GY	 6.98	 8.33
136	187	119	9.20GY	 7.01	 7.30
136	187	136	0.50G	 7.04	 6.25
136	187	153	2.30G	 7.08	 5.23
136	187	170	6.52G	 7.12	 4.41
136	187	187	4.40BG	 7.17	 3.94
136	187	204	1.99B	 7.22	 4.11
136	187	221	7.86B	 7.28	 5.29
136	187	238	1.30PB	 7.34	 6.83
136	187	255	3.51PB	 7.41	 8.39
136	204	0	7.04GY	 7.44	13.43
136	204	17	7.11GY	 7.44	13.22
136	204	34	7.23GY	 7.44	12.84
136	204	51	7.43GY	 7.45	12.27
136	204	68	7.72GY	 7.46	11.57
136	204	85	8.13GY	 7.48	10.75
136	204	102	8.72GY	 7.50	 9.85
136	204	119	9.54GY	 7.52	 8.89
136	204	136	0.56G	 7.55	 7.93
136	204	153	1.84G	 7.58	 6.89
136	204	170	4.04G	 7.62	 6.01
136	204	187	8.72G	 7.66	 5.31
136	204	204	5.13BG	 7.71	 4.96
136	204	221	1.22B	 7.76	 5.02
136	204	238	6.10B	 7.82	 5.83
136	204	255	9.78B	 7.88	 7.04
136	221	0	7.61GY	 7.96	14.59
136	221	17	7.67GY	 7.96	14.40
136	221	34	7.77GY	 7.97	14.08
136	221	51	7.95GY	 7.97	13.61
136	221	68	8.21GY	 7.99	12.99
136	221	85	8.58GY	 8.00	12.23
136	221	102	9.08GY	 8.02	11.36
136	221	119	9.76GY	 8.04	10.43
136	221	136	0.59G	 8.06	 9.54
136	221	153	1.59G	 8.09	 8.58
136	221	170	3.01G	 8.13	 7.57
136	221	187	5.38G	 8.17	 6.68
136	221	204	0.22BG	 8.21	 6.10
136	221	221	5.65BG	 8.26	 5.76
136	221	238	0.78B	 8.31	 5.72
136	221	255	4.82B	 8.37	 6.26
136	238	0	8.02GY	 8.48	15.62
136	238	17	8.07GY	 8.49	15.46
136	238	34	8.16GY	 8.49	15.18
136	238	51	8.31GY	 8.50	14.74
136	238	68	8.55GY	 8.51	14.14
136	238	85	8.87GY	 8.52	13.41
136	238	102	9.31GY	 8.53	12.58
136	238	119	9.90GY	 8.55	11.68
136	238	136	0.54G	 8.58	10.75
136	238	153	1.35G	 8.60	 9.81
136	238	170	2.39G	 8.63	 8.89
136	238	187	4.01G	 8.67	 8.04
136	238	204	6.86G	 8.71	 7.23
136	238	221	1.40BG	 8.75	 6.67
136	238	238	6.05BG	 8.80	 6.32
136	238	255	0.51B	 8.85	 6.26
136	255	0	8.35GY	 9.00	16.68
136	255	17	8.39GY	 9.00	16.55
136	255	34	8.47GY	 9.01	16.32
136	255	51	8.60GY	 9.01	15.97
136	255	68	8.79GY	 9.02	15.52
136	255	85	9.06GY	 9.03	14.97
136	255	102	9.43GY	 9.05	14.32
136	255	119	9.91GY	 9.07	13.61
136	255	136	0.42G	 9.09	12.88
136	255	153	1.06G	 9.11	12.16
136	255	170	1.91G	 9.14	11.46
136	255	187	3.12G	 9.17	10.93
136	255	204	4.61G	 9.21	10.42
136	255	221	7.79G	 9.24	10.15
136	255	238	1.95BG	 9.29	10.14
136	255	255	5.91BG	 9.33	10.39
153	0	0	9.62R	 3.09	12.75
153	0	17	8.49R	 3.10	12.36
153	0	34	6.54R	 3.11	11.89
153	0	51	3.93R	 3.14	11.59
153	0	68	0.87R	 3.18	11.61
153	0	85	7.95RP	 3.23	12.02
153	0	102	5.19RP	 3.29	12.78
153	0	119	2.86RP	 3.37	13.69
153	0	136	0.90RP	 3.46	14.89
153	0	153	9.00P	 3.55	16.30
153	0	170	7.19P	 3.66	17.75
153	0	187	5.64P	 3.78	19.54
153	0	204	4.34P	 3.91	21.47
153	0	221	3.19P	 4.05	23.35
153	0	238	2.30P	 4.19	24.78
153	0	255	1.63P	 4.34	26.06
153	17	0	0.01YR	 3.18	12.25
153	17	17	8.95R	 3.18	11.88
153	17	34	7.07R	 3.20	11.39
153	17	51	4.40R	 3.23	11.07
153	17	68	1.30R	 3.26	11.07
153	17	85	8.19RP	 3.31	11.47
153	17	102	5.31RP	 3.37	12.20
153	17	119	2.92RP	 3.45	13.14
153	17	136	0.91RP	 3.53	14.34
153	17	153	8.96P	 3.63	15.81
153	17	170	7.14P	 3.73	17.31
153	17	187	5.60P	 3.85	19.10
153	17	204	4.31P	 3.97	21.03
153	17	221	3.16P	 4.11	22.80
153	17	238	2.27P	 4.25	24.32
153	17	255	1.61P	 4.39	25.66
153	34	0	0.59YR	 3.33	11.65
153	34	17	9.92R	 3.34	11.14
153	34	34	8.11R	 3.35	10.63
153	34	51	5.30R	 3.38	10.23
153	34	68	2.15R	 3.41	10.16
153	34	85	8.70RP	 3.46	10.54
153	34	102	5.59RP	 3.52	11.24
153	34	119	3.05RP	 3.59	12.17
153	34	136	0.92RP	 3.67	13.45
153	34	153	8.90P	 3.76	14.95
153	34	170	7.05P	 3.86	16.53
153	34	187	5.54P	 3.97	18.36
153	34	204	4.24P	 4.09	20.00
153	34	221	3.10P	 4.22	21.85
153	34	238	2.22P	 4.35	23.47
153	34	255	1.57P	 4.49	24.95
153	51	0	1.71YR	 3.57	10.86
153	51	17	1.09YR	 3.57	10.35
153	51	34	9.89R	 3.59	 9.62
153	51	51	7.23R	 3.61	 9.12
153	51	68	3.69R	 3.64	 8.94
153	51	85	9.79RP	 3.69	 9.17
153	51	102	6.15RP	 3.74	 9.89
153	51	119	3.31RP	 3.80	10.87
153	51	136	0.95RP	 3.87	12.15
153	51	153	8.80P	 3.96	13.74
153	51	170	6.93P	 4.05	15.31
153	51	187	5.43P	 4.16	16.95
153	51	204	4.10P	 4.27	18.69
153	51	221	2.98P	 4.39	20.40
153	51	238	2.12P	 4.52	22.19
153	51	255	1.50P	 4.65	23.84
153	68	0	3.73YR	 3.87	10.12
153	68	17	3.13YR	 3.88	 9.58
153	68	34	2.02YR	 3.89	 8.82
153	68	51	0.02YR	 3.91	 7.98
153	68	68	6.52R	 3.94	 7.58
153	68	85	2.09R	 3.98	 7.65
153	68	102	7.28RP	 4.03	 8.09
153	68	119	3.79RP	 4.08	 9.04
153	68	136	1.11RP	 4.15	10.28
153	68	153	8.72P	 4.23	11.79
153	68	170	6.77P	 4.31	13.43
153	68	187	5.26P	 4.41	15.14
153	68	204	3.89P	 4.51	16.98
153	68	221	2.78P	 4.62	18.85
153	68	238	1.98P	 4.74	20.62
153	68	255	1.38P	 4.87	22.38
153	85	0	6.90YR	 4.24	 9.39
153	85	17	6.43YR	 4.24	 8.86
153	85	34	5.45YR	 4.25	 7.98
153	85	51	3.79YR	 4.27	 7.05
153	85	68	1.00YR	 4.29	 6.20
153	85	85	6.50R	 4.33	 5.80
153	85	102	0.29R	 4.37	 6.02
153	85	119	4.89RP	 4.42	 6.67
153	85	136	1.53RP	 4.48	 7.80
153	85	153	8.66P	 4.55	 9.46
153	85	170	6.54P	 4.63	11.24
153	85	187	5.02P	 4.71	13.10
153	85	204	3.58P	 4.81	15.06
153	85	221	2.48P	 4.91	17.08
153	85	238	1.76P	 5.02	18.96
153	85	255	1.22P	 5.14	20.56
153	102	0	0.64Y	 4.64	 8.72
153	102	17	0.32Y	 4.65	 8.16
153	102	34	9.69YR	 4.65	 7.40
153	102	51	8.56YR	 4.67	 6.38
153	102	68	6.55YR	 4.69	 5.38
153	102	85	3.11YR	 4.72	 4.56
153	102	102	7.30R	 4.76	 4.13
153	102	119	8.17RP	 4.80	 4.56
153	102	136	2.54RP	 4.86	 5.55
153	102	153	8.60P	 4.92	 7.01
153	102	170	6.16P	 4.99	 8.88
153	102	187	4.51P	 5.07	10.83
153	102	204	3.07P	 5.15	12.78
153	102	221	2.06P	 5.25	14.67
153	102	238	1.43P	 5.35	16.50
153	102	255	0.95P	 5.45	18.41
153	119	0	4.49Y	 5.08	 8.50
153	119	17	4.30Y	 5.08	 7.96
153	119	34	3.91Y	 5.09	 7.25
153	119	51	3.22Y	 5.10	 6.20
153	119	68	2.12Y	 5.12	 5.18
153	119	85	0.26Y	 5.15	 4.12
153	119	102	6.96YR	 5.18	 3.16
153	119	119	9.22R	 5.22	 2.62
153	119	136	5.29RP	 5.27	 3.18
153	119	153	8.75P	 5.33	 4.51
153	119	170	5.55P	 5.39	 6.22
153	119	187	3.55P	 5.46	 8.16
153	119	204	2.25P	 5.54	10.29
153	119	221	1.42P	 5.62	12.30
153	119	238	0.90P	 5.71	14.24
153	119	255	0.54P	 5.81	15.96
153	136	0	8.30Y	 5.54	 8.62
153	136	17	8.22Y	 5.54	 8.15
153	136	34	8.08Y	 5.55	 7.51
153	136	51	7.83Y	 5.56	 6.59
153	136	68	7.41Y	 5.58	 5.51
153	136	85	6.70Y	 5.61	 4.41
153	136	102	5.31Y	 5.63	 3.23
153	136	119	2.89Y	 5.67	 2.05
153	136	136	5.79YR	 5.71	 1.11
153	136	153	9.87P	 5.76	 1.77
153	136	170	3.76P	 5.82	 3.73
153	136	187	1.79P	 5.88	 5.80
153	136	204	0.88P	 5.95	 8.04
153	136	221	0.38P	 6.03	10.20
153	136	238	0.08P	 6.11	12.06
153	136	255	9.85PB	 6.20	13.90
153	153	0	1.51GY	 6.02	 9.38
153	153	17	1.53GY	 6.03	 9.02
153	153	34	1.57GY	 6.03	 8.39
153	153	51	1.64GY	 6.04	 7.56
153	153	68	1.78GY	 6.06	 6.61
153	153	85	1.96GY	 6.08	 5.50
153	153	102	2.24GY	 6.11	 4.32
153	153	119	2.77GY	 6.14	 3.07
153	153	136	4.12GY	 6.18	 1.83
153	153	153	7.95GY	 6.22	 0.69
153	153	170	4.47PB	 6.27	 1.44
153	153	187	7.46PB	 6.33	 3.69
153	153	204	8.19PB	 6.39	 5.75
153	153	221	8.49PB	 6.46	 7.87
153	153	238	8.63PB	 6.53	 9.84
153	153	255	8.73PB	 6.62	11.62
153	170	0	3.74GY	 6.52	10.38
153	170	17	3.80GY	 6.52	10.04
153	170	34	3.92GY	 6.53	 9.57
153	170	51	4.13GY	 6.54	 8.87
153	170	68	4.48GY	 6.55	 7.97
153	170	85	4.99GY	 6.57	 6.98
153	170	102	5.46GY	 6.59	 5.91
153	170	119	6.15GY	 6.62	 4.73
153	170	136	7.40GY	 6.66	 3.57
153	170	153	0.08G	 6.70	 2.43
153	170	170	8.98G	 6.74	 1.67
153	170	187	6.20B	 6.79	 2.23
153	170	204	3.07PB	 6.85	 4.10
153	170	221	5.64PB	 6.91	 6.05
153	170	238	6.61PB	 6.98	 7.94
153	170	255	7.15PB	 7.05	 9.64
153	187	0	5.31GY	 7.02	11.64
153	187	17	5.36GY	 7.03	11.40
153	187	34	5.46GY	 7.03	10.98
153	187	51	5.63GY	 7.04	10.33
153	187	68	5.87GY	 7.05	 9.54
153	187	85	6.23GY	 7.07	 8.64
153	187	102	6.75GY	 7.09	 7.63
153	187	119	7.51GY	 7.12	 6.53
153	187	136	8.63GY	 7.15	 5.39
153	187	153	0.46G	 7.18	 4.28
153	187	170	3.61G	 7.22	 3.35
153	187	187	3.08BG	 7.27	 2.81
153	187	204	3.16B	 7.32	 3.13
153	187	221	9.95B	 7.38	 4.58
153	187	238	3.18PB	 7.44	 6.28
153	187	255	5.18PB	 7.51	 7.93
153	204	0	6.19GY	 7.54	12.85
153	204	17	6.24GY	 7.54	12.63
153	204	34	6.34GY	 7.54	12.24
153	204	51	6.50GY	 7.55	11.67
153	204	68	6.75GY	 7.56	10.94
153	204	85	7.12GY	 7.58	10.07
153	204	102	7.62GY	 7.60	 9.13
153	204	119	8.30GY	 7.62	 8.15
153	204	136	9.27GY	 7.65	 7.08
153	204	153	0.62G	 7.68	 6.04
153	204	170	2.39G	 7.72	 5.05
153	204	187	6.55G	 7.76	 4.30
153	204	204	4.46BG	 7.80	 3.87
153	204	221	2.04B	 7.86	 4.02
153	204	238	7.72B	 7.91	 5.11
153	204	255	1.21PB	 7.97	 6.54
153	221	0	6.90GY	 8.05	13.96
153	221	17	6.96GY	 8.05	13.78
153	221	34	7.05GY	 8.06	13.45
153	221	51	7.21GY	 8.06	12.94
153	221	68	7.46GY	 8.07	12.26
153	221	85	7.78GY	 8.09	11.49
153	221	102	8.21GY	 8.10	10.62
153	221	119	8.80GY	 8.13	 9.67
153	221	136	9.62GY	 8.15	 8.70
153	221	153	0.66G	 8.18	 7.74
153	221	170	1.95G	 8.21	 6.64
153	221	187	4.13G	 8.25	 5.75
153	221	204	8.77G	 8.29	 5.12
153	221	221	5.25BG	 8.34	 4.79
153	221	238	1.21B	 8.39	 4.83
153	221	255	6.05B	 8.45	 5.54
153	238	0	7.45GY	 8.56	14.89
153	238	17	7.50GY	 8.57	14.72
153	238	34	7.58GY	 8.57	14.45
153	238	51	7.72GY	 8.58	14.01
153	238	68	7.93GY	 8.59	13.42
153	238	85	8.22GY	 8.60	12.70
153	238	102	8.62GY	 8.61	11.86
153	238	119	9.14GY	 8.63	10.94
153	238	136	9.85GY	 8.66	 9.98
153	238	153	0.62G	 8.68	 9.04
153	238	170	1.63G	 8.71	 8.09
153	238	187	3.13G	 8.75	 7.16
153	238	204	5.51G	 8.79	 6.33
153	238	221	0.28BG	 8.83	 5.79
153	238	238	5.79BG	 8.87	 5.47
153	238	255	0.77B	 8.93	 5.47
153	255	0	7.78GY	 9.08	17.09
153	255	17	7.81GY	 9.08	16.95
153	255	34	7.88GY	 9.08	16.70
153	255	51	8.00GY	 9.09	16.31
153	255	68	8.18GY	 9.09	15.81
153	255	85	8.43GY	 9.11	15.22
153	255	102	8.76GY	 9.12	14.53
153	255	119	9.21GY	 9.14	13.77
153	255	136	9.79GY	 9.16	12.96
153	255	153	0.44G	 9.18	12.17
153	255	170	1.24G	 9.21	11.36
153	255	187	2.34G	 9.24	10.72
153	255	204	3.93G	 9.28	10.26
153	255	221	6.66G	 9.31	 9.93
153	255	238	1.09BG	 9.36	 9.95
153	255	255	5.61BG	 9.40	10.28
170	0	0	9.24R	 3.46	13.89
170	0	17	8.44R	 3.46	13.57
170	0	34	6.95R	 3.48	13.15
170	0	51	4.69R	 3.50	12.79
170	0	68	2.15R	 3.53	12.70
170	0	85	9.28RP	 3.58	13.01
170	0	102	6.64RP	 3.63	13.65
170	0	119	4.27RP	 3.70	14.53
170	0	136	2.35RP	 3.78	15.62
170	0	153	0.57RP	 3.86	16.90
170	0	170	8.82P	 3.96	18.20
170	0	187	7.27P	 4.07	19.67
170	0	204	5.91P	 4.18	21.31
170	0	221	4.78P	 4.31	22.93
170	0	238	3.67P	 4.44	24.42
170	0	255	2.76P	 4.58	25.88
170	17	0	9.54R	 3.53	13.52
170	17	17	8.77R	 3.54	13.21
170	17	34	7.33R	 3.55	12.74
170	17	51	5.03R	 3.58	12.38
170	17	68	2.50R	 3.61	12.27
170	17	85	9.51RP	 3.65	12.55
170	17	102	6.78RP	 3.70	13.21
170	17	119	4.33RP	 3.77	14.08
170	17	136	2.39RP	 3.84	15.20
170	17	153	0.55RP	 3.93	16.54
170	17	170	8.79P	 4.02	17.81
170	17	187	7.24P	 4.13	19.19
170	17	204	5.88P	 4.24	20.81
170	17	221	4.74P	 4.36	22.48
170	17	238	3.64P	 4.49	24.01
170	17	255	2.74P	 4.63	25.53
170	34	0	0.05YR	 3.67	12.93
170	34	17	9.35R	 3.67	12.61
170	34	34	8.03R	 3.69	12.13
170	34	51	5.77R	 3.71	11.77
170	34	68	3.13R	 3.74	11.64
170	34	85	0.01R	 3.78	11.78
170	34	102	7.06RP	 3.83	12.44
170	34	119	4.46RP	 3.89	13.33
170	34	136	2.47RP	 3.96	14.48
170	34	153	0.55RP	 4.04	15.78
170	34	170	8.76P	 4.14	16.96
170	34	187	7.19P	 4.24	18.31
170	34	204	5.83P	 4.35	19.93
170	34	221	4.70P	 4.46	21.67
170	34	238	3.59P	 4.59	23.32
170	34	255	2.70P	 4.72	24.88
170	51	0	0.78YR	 3.87	12.36
170	51	17	0.25YR	 3.88	11.87
170	51	34	9.15R	 3.89	11.37
170	51	51	7.16R	 3.91	10.90
170	51	68	4.21R	 3.94	10.73
170	51	85	1.05R	 3.98	10.84
170	51	102	7.63RP	 4.03	11.32
170	51	119	4.74RP	 4.08	11.98
170	51	136	2.64RP	 4.15	12.99
170	51	153	0.60RP	 4.23	14.24
170	51	170	8.71P	 4.31	15.62
170	51	187	7.09P	 4.41	17.07
170	51	204	5.75P	 4.51	18.76
170	51	221	4.60P	 4.62	20.50
170	51	238	3.52P	 4.74	22.24
170	51	255	2.63P	 4.87	23.89
170	68	0	2.26YR	 4.15	11.51
170	68	17	1.80YR	 4.16	11.04
170	68	34	0.91YR	 4.17	10.31
170	68	51	9.26R	 4.18	 9.59
170	68	68	6.50R	 4.21	 9.19
170	68	85	3.00R	 4.24	 9.13
170	68	102	8.98RP	 4.29	 9.46
170	68	119	5.43RP	 4.34	10.17
170	68	136	2.95RP	 4.40	11.10
170	68	153	0.69RP	 4.47	12.34
170	68	170	8.65P	 4.55	13.84
170	68	187	6.96P	 4.64	15.48
170	68	204	5.63P	 4.74	17.23
170	68	221	4.46P	 4.84	19.09
170	68	238	3.38P	 4.95	20.92
170	68	255	2.50P	 5.07	22.47
170	85	0	4.90YR	 4.48	10.60
170	85	17	4.45YR	 4.49	10.06
170	85	34	3.60YR	 4.50	 9.34
170	85	51	2.13YR	 4.51	 8.44
170	85	68	9.80R	 4.54	 7.69
170	85	85	6.24R	 4.57	 7.39
170	85	102	1.60R	 4.61	 7.51
170	85	119	6.85RP	 4.65	 7.98
170	85	136	3.49RP	 4.71	 8.97
170	85	153	0.88RP	 4.77	10.29
170	85	170	8.59P	 4.85	11.82
170	85	187	6.78P	 4.93	13.61
170	85	204	5.46P	 5.01	15.47
170	85	221	4.23P	 5.11	17.24
170	85	238	3.14P	 5.22	18.97
170	85	255	2.32P	 5.33	20.51
170	102	0	8.05YR	 4.86	 9.86
170	102	17	7.73YR	 4.86	 9.40
170	102	34	7.07YR	 4.87	 8.64
170	102	51	5.83YR	 4.89	 7.69
170	102	68	3.90YR	 4.91	 6.81
170	102	85	0.88YR	 4.93	 6.09
170	102	102	6.39R	 4.97	 5.81
170	102	119	9.88RP	 5.01	 6.10
170	102	136	4.60RP	 5.06	 6.81
170	102	153	1.31RP	 5.12	 7.89
170	102	170	8.53P	 5.19	 9.51
170	102	187	6.57P	 5.26	11.25
170	102	204	5.19P	 5.34	13.06
170	102	221	3.87P	 5.43	14.91
170	102	238	2.78P	 5.53	16.72
170	102	255	2.05P	 5.63	18.48
170	119	0	1.53Y	 5.27	 9.37
170	119	17	1.30Y	 5.28	 8.91
